#separator:tab
#html:true
#tags column:3

ما بيتركش حاجة ناقصة	He doesn't leave anything incomplete	Compliments_Work
الشغل بتاعه منظم	His work is organized	Compliments_Work
سريع الاستيعاب	Quick to grasp things	Compliments_Work
بيتعلم من أول مرة	He learns the first time	Compliments_Work
في ثقة في شغله	There's confidence in his work	Compliments_Work
ده نوعية تانية من الناس	He's a different breed	Compliments_Work
مكانك مش هنا	This isn't where you belong	Life_Transitions
حان وقت التغيير	It's time for change	Life_Transitions
ده فصل جديد في حياتك	This is a new chapter in your life	Life_Transitions
خلاص عدى الوقت ده	That time has passed	Life_Transitions
جاي حاجة أحسن	Something better is coming	Life_Transitions
لازم تسيب الماضي	You need to let go of the past	Life_Transitions
كل نهاية بداية	Every ending is a beginning	Life_Transitions
التحولات دي طبيعية	These transitions are natural	Life_Transitions
ما تخافش من البداية الجديدة	Don't be afraid of a fresh start	Life_Transitions
ده وقت النمو	This is your growth period	Life_Transitions
الصبح بدري رزقه كتير	The early bird catches the worm	Proverbs
اللي على دماغه حاجة بيحسس عليها	A guilty conscience needs no accuser	Proverbs
إيد لوحدها ما بتصفقش	One hand can't clap alone	Proverbs
اللي ما يعرفكش ما يقدركش	Those who don't know you can't value you	Proverbs
القرد في عين أمه غزال	A mother sees her child as perfect	Proverbs
الحيطة الواطية ينط عليها كل الناس	A short fence invites trouble	Proverbs
جارك القريب ولا أخوك البعيد	A close neighbor beats a distant brother	Proverbs
المكتوب على الجبين لازم تشوفه العين	What's destined will come to pass	Proverbs
اللي شافك ما جهلك	Those who've seen you won't underestimate you	Proverbs
الغايب له حجة	The absent have their reasons	Proverbs
ما تقولش آه قبل ما تتوجع	Don't say ouch before you're hurt	Proverbs
الكلام زي الزيبق ما بيتمسكش	Words are like mercury — hard to hold	Proverbs
الصاحب الكداب ما بينفعش	A lying friend is no good	Proverbs
اللي اتبنى على باطل يبقى باطل	What's built on falsehood is false	Proverbs
مع السلامة، الله معاك	Goodbye, God be with you	Farewells
يلا، في أمان الله	Alright, goodbye (in God's protection)	Farewells
ربنا يوفقك	God grant you success	Farewells
تصبح على خير	Good night (lit. wake to goodness)	Farewells
وانت من أهله	Good night to you too	Farewells
على خير، هنتكلم بكره	Alright, we'll talk tomorrow	Farewells
اتصل بيا لما توصل	Call me when you get there	Farewells
